user_input,action,product,quantity
I need 6 more pillow.,add,hat,4
Can you take out 1 chocolate?,add,blender,3
Could you toss 6 hat into the cart?,add,hat,0
Get rid of 3 eggs from my order.,add,cheese,1
Eliminate the t-shirt from my cart.,add,pillow,3
Could you toss 3 bread into the cart?,add,water,2
Get rid of 4 scarf from my order.,add,bread,4
Let’s drop 1 knife.,remove,shorts,8
I need 6 more apples.,add,milk,2
Include 3 jeans with my order.,add,blanket,4
I don’t need 4 chocolate anymore.,remove,shorts,4
Remove 5 blanket from the basket.,add,pillow,2
Can you take out 10 shorts?,add,scarf,1
Get rid of 5 socks from my order.,add,jeans,6
Remove 4 cheese from the basket.,add,oranges,2
I don’t need 2 water anymore.,remove,bottle,-1
Include 10 pan with my order.,add,toaster,8
Scratch the sweater.,remove,hat,6
Pop 6 cheese into my shopping bag.,add,eggs,2
"Nix 4 mug, please.",add,bananas,1
Remove 10 pan from the basket.,add,backpack,5
I don’t want the hat anymore.,add,blanket,7
Scratch the backpack.,add,pillow,-5
Let’s drop 10 blanket.,add,apples,4
"Grab me 5 oranges, please.",remove,plate,5
"I changed my mind about those socks, take 3 out.",add,sweater,2
"Grab me 5 t-shirt, please.",remove,water,-1
Let’s drop 5 apples.,add,backpack,-1
Get rid of 10 knife from my order.,remove,yogurt,4
Forget about the oranges.,add,blanket,4
Remove 3 milk from the basket.,add,shoes,3
Scratch the socks.,add,toaster,6
Please pull out 4 mug.,remove,apples,2
Forget about the pan.,add,bottle,4
I'd like to get 6 backpack.,add,jeans,3
Cancel the milk.,add,pillow,2
Eliminate the t-shirt from my cart.,remove,yogurt,2
I'd like to get 2 blanket.,remove,toaster,3
I don’t want the bread anymore.,add,shorts,7
Please pull out 2 t-shirt.,add,blanket,3
I need 10 more cheese.,add,water,3
I'd like to get 6 mug.,remove,lamp,4
Throw in 3 milk for me.,remove,water,10
Scratch the bottle.,add,eggs,-1
Please pull out 4 apples.,remove,blender,3
Remove 6 apples from the basket.,add,oranges,2
Pop 6 jacket into my shopping bag.,add,hat,1
I'd like to get 1 mug.,add,sweater,4
I need 10 more toaster.,add,bottle,4
Get rid of 4 sweater from my order.,add,yogurt,3
Let’s add 6 bananas to the basket.,add,plate,4
Let’s add 2 lamp to the basket.,add,blanket,1
"I changed my mind about those oranges, take 5 out.",remove,sweater,5
Remove 10 pan from the basket.,remove,bananas,7
Can you take out 1 jacket?,remove,socks,0
Drop the knife completely.,add,sweater,-1
I'd like to get 4 blanket.,remove,toaster,0
Can you take out 5 toaster?,add,jeans,1
I'd like to get 4 jeans.,add,scarf,7
I don’t want the jeans anymore.,remove,mug,3
I don’t want the jeans anymore.,remove,blender,-1
Throw in 1 eggs for me.,add,chocolate,10
"Nix 2 blender, please.",remove,socks,9
Could you toss 6 pan into the cart?,add,scarf,-2
Remove 10 socks from the basket.,add,bottle,0
Get rid of 4 shoes from my order.,remove,jeans,4
Remove 2 scarf from the basket.,remove,pan,3
I'd like to get 1 blanket.,add,apples,5
"Nix 10 shorts, please.",remove,jeans,0
I'd like to get 4 bottle.,remove,apples,3
I don’t need 5 shorts anymore.,remove,plate,2
Please pull out 1 t-shirt.,remove,sweater,3
Get rid of 4 shoes from my order.,add,scarf,5
I'd like to get 3 jeans.,remove,sweater,1
Could you toss 1 blanket into the cart?,remove,socks,3
Include 10 scarf with my order.,add,blanket,4
Get rid of 1 knife from my order.,add,mug,6
Forget about the oranges.,add,eggs,6
Drop the bread completely.,remove,chocolate,1
"Nix 4 toaster, please.",remove,pillow,7
Could you toss 6 backpack into the cart?,remove,water,9
Could you toss 10 apples into the cart?,remove,shorts,3
Let’s add 1 bread to the basket.,add,pan,0
Pop 2 chocolate into my shopping bag.,add,jeans,-1
Get rid of 1 eggs from my order.,remove,oranges,5
I need 2 more backpack.,add,eggs,2
"Nix 2 scarf, please.",remove,backpack,3
"Grab me 1 apples, please.",add,backpack,3
"Grab me 1 eggs, please.",add,pan,-2
Include 4 t-shirt with my order.,remove,yogurt,4
Cancel the mug.,add,lamp,3
Get rid of 10 knife from my order.,add,jeans,4
Forget about the water.,remove,bottle,3
Wipe out the eggs.,add,lamp,0
Let’s add 10 blanket to the basket.,add,blender,3
I don’t need 2 jeans anymore.,remove,jacket,4
I want the pillow gone.,remove,shoes,0
Let’s drop 10 lamp.,remove,socks,5
"I changed my mind about those sweater, take 5 out.",remove,knife,3
Forget about the scarf.,add,blender,2
"Nix 6 pillow, please.",add,plate,4
"I changed my mind about those bread, take 10 out.",remove,scarf,7
"I changed my mind about those chocolate, take 10 out.",remove,knife,6
"Nix 6 toaster, please.",add,blender,4
I need 2 more chocolate.,remove,socks,3
"I changed my mind about those apples, take 1 out.",remove,lamp,-2
Forget about the sweater.,add,milk,1
Forget about the blanket.,add,jeans,5
"Nix 3 sweater, please.",remove,blender,3
Remove 4 cheese from the basket.,add,knife,1
"Grab me 4 chocolate, please.",add,water,5
Remove 5 jacket from the basket.,remove,hat,5
Pop 1 plate into my shopping bag.,add,water,1
I need 3 more lamp.,remove,jeans,4
Include 1 blanket with my order.,add,yogurt,5
Please pull out 5 eggs.,remove,blender,4
I don’t need 2 bananas anymore.,remove,hat,5
Remove 5 knife from the basket.,add,scarf,8
Could you toss 6 lamp into the cart?,add,shoes,3
Forget about the t-shirt.,remove,jacket,3
I need 4 more water.,add,shoes,-4
Pop 4 bananas into my shopping bag.,add,cheese,6
Wipe out the sweater.,add,toaster,5
Wipe out the pillow.,remove,milk,7
"Grab me 4 milk, please.",add,pan,2
I'd like to get 2 mug.,remove,shoes,1
Get rid of 3 eggs from my order.,add,backpack,1
Can you take out 6 hat?,add,toaster,4
I want the apples gone.,remove,socks,5
I don’t want the jacket anymore.,add,chocolate,5
"I changed my mind about those bread, take 10 out.",add,hat,3
Cancel the sweater.,add,shoes,7
Pop 5 blender into my shopping bag.,remove,yogurt,3
Eliminate the jeans from my cart.,add,sweater,4
"I changed my mind about those mug, take 1 out.",remove,water,0
Forget about the t-shirt.,add,scarf,3
Throw in 5 blanket for me.,add,blanket,6
I need 10 more milk.,add,yogurt,4
"I changed my mind about those plate, take 3 out.",remove,jacket,1
"Grab me 6 backpack, please.",add,apples,1
Remove 3 eggs from the basket.,remove,scarf,5
Can you take out 10 bottle?,remove,bread,0
Could you toss 1 bread into the cart?,remove,water,8
Let’s drop 4 hat.,remove,lamp,7
I don’t need 10 sweater anymore.,remove,scarf,4
I want the bottle gone.,add,water,2
Let’s add 1 pan to the basket.,add,shoes,-1
Forget about the milk.,add,knife,9
Cancel the oranges.,remove,eggs,4
Include 3 shoes with my order.,remove,shoes,4
"I changed my mind about those knife, take 4 out.",add,hat,3
Pop 2 blanket into my shopping bag.,remove,eggs,-1
"I changed my mind about those scarf, take 1 out.",remove,backpack,2
Let’s add 6 bread to the basket.,remove,water,-2
Wipe out the eggs.,remove,apples,4
Can you take out 4 blender?,remove,bananas,4
"Grab me 5 oranges, please.",remove,bottle,5
Include 6 plate with my order.,add,shorts,0
I don’t want the hat anymore.,remove,cheese,4
Can you take out 4 jacket?,add,shoes,2
Let’s add 1 bread to the basket.,remove,socks,6
Remove 10 yogurt from the basket.,remove,pillow,1
Can you take out 6 apples?,add,toaster,5
Can you take out 1 bananas?,add,bottle,7
I want the socks gone.,add,bread,3
Scratch the blender.,remove,oranges,-2
Let’s drop 4 apples.,add,apples,2
Scratch the blender.,remove,milk,4
I'd like to get 6 mug.,add,backpack,2
Drop the eggs completely.,remove,hat,-2
Let’s drop 10 bananas.,add,jacket,2
Let’s add 10 pillow to the basket.,remove,socks,4
Include 3 bread with my order.,remove,backpack,-2
"Grab me 5 water, please.",remove,yogurt,4
Remove 2 apples from the basket.,add,jeans,3
Could you toss 6 hat into the cart?,add,mug,0
Remove 6 mug from the basket.,add,bananas,2
Let’s add 1 sweater to the basket.,add,shorts,-3
Let’s add 10 pillow to the basket.,add,cheese,11
Wipe out the mug.,remove,t-shirt,9
I don’t want the hat anymore.,remove,shorts,1
"Nix 4 blanket, please.",remove,blanket,3
Cancel the shoes.,remove,blender,2
Let’s add 6 bread to the basket.,add,chocolate,1
Pop 6 sweater into my shopping bag.,remove,milk,6
"I changed my mind about those eggs, take 6 out.",remove,cheese,1
Drop the t-shirt completely.,add,t-shirt,7
Throw in 1 mug for me.,remove,cheese,4
"Nix 4 toaster, please.",add,lamp,6
"Grab me 1 blender, please.",add,cheese,4
Drop the jacket completely.,remove,plate,4
Throw in 1 eggs for me.,remove,blender,-1
Eliminate the bottle from my cart.,remove,milk,4
Can you take out 2 scarf?,add,eggs,5
Include 1 eggs with my order.,remove,bread,8
Scratch the lamp.,add,shorts,4
Eliminate the apples from my cart.,remove,milk,2
"Grab me 6 toaster, please.",add,blender,6
Scratch the scarf.,remove,shoes,3
"Grab me 2 eggs, please.",add,plate,10
Let’s drop 1 milk.,add,scarf,6
I need 1 more knife.,add,jacket,3
Throw in 2 eggs for me.,remove,knife,9
Please pull out 1 t-shirt.,remove,jeans,4
Forget about the chocolate.,remove,scarf,-1
Drop the pillow completely.,remove,lamp,6
Let’s drop 4 eggs.,remove,shoes,3
Please pull out 6 chocolate.,remove,socks,7
Scratch the shorts.,remove,blanket,7
I need 10 more pillow.,add,pillow,3
"Nix 6 milk, please.",remove,blender,8
Pop 3 shoes into my shopping bag.,add,sweater,7
Pop 2 shoes into my shopping bag.,remove,pillow,-1
Let’s add 10 hat to the basket.,remove,t-shirt,5
Cancel the blanket.,remove,eggs,1
Eliminate the apples from my cart.,add,socks,4
Could you toss 6 water into the cart?,add,scarf,2
"Grab me 5 scarf, please.",add,chocolate,1
Wipe out the sweater.,add,milk,3
Scratch the milk.,add,shorts,1
Get rid of 2 bottle from my order.,remove,jacket,9
I need 1 more backpack.,add,pan,2
I don’t want the plate anymore.,add,pillow,4
Could you toss 5 pillow into the cart?,add,bread,6
Please pull out 6 plate.,remove,pillow,-1
Cancel the scarf.,remove,shorts,1
Please pull out 10 apples.,remove,sweater,6
"I changed my mind about those plate, take 5 out.",add,blender,-1
I need 2 more bottle.,add,pan,8
Throw in 1 knife for me.,remove,lamp,7
Can you take out 10 oranges?,add,lamp,7
Please pull out 6 plate.,add,milk,8
Include 1 pillow with my order.,add,sweater,2
"Nix 4 oranges, please.",remove,eggs,6
I don’t need 10 milk anymore.,add,jeans,7
I'd like to get 3 bread.,add,plate,3
Remove 10 mug from the basket.,remove,pan,1
I don’t need 3 eggs anymore.,remove,socks,2
Throw in 3 plate for me.,add,bottle,0
Let’s drop 4 pillow.,add,milk,-2
Get rid of 10 knife from my order.,add,oranges,1
Throw in 3 pillow for me.,remove,plate,2
I want the shorts gone.,add,jacket,4
Pop 2 shoes into my shopping bag.,add,shorts,1
I'd like to get 4 jeans.,add,eggs,6
I want the bananas gone.,add,lamp,-1
Get rid of 4 socks from my order.,remove,plate,2
Include 1 jacket with my order.,remove,shorts,1
Drop the water completely.,remove,hat,5
"I changed my mind about those bottle, take 3 out.",remove,yogurt,7
Include 2 yogurt with my order.,add,yogurt,4
Pop 6 hat into my shopping bag.,remove,toaster,5
Cancel the bread.,remove,hat,7
Drop the pillow completely.,add,jeans,2
"I changed my mind about those backpack, take 1 out.",remove,cheese,2
Pop 3 mug into my shopping bag.,add,blender,0
Eliminate the lamp from my cart.,add,apples,-1
Include 10 pan with my order.,add,jacket,-1
I'd like to get 10 bananas.,remove,jeans,4
Let’s add 10 jacket to the basket.,add,sweater,4
I don’t need 3 pillow anymore.,add,apples,2
Remove 6 hat from the basket.,remove,shorts,8
I'd like to get 2 pillow.,remove,water,2
Drop the apples completely.,remove,scarf,-1
Eliminate the eggs from my cart.,remove,pillow,-3
Remove 2 mug from the basket.,remove,socks,2
Throw in 5 blanket for me.,remove,shoes,2
Can you take out 3 chocolate?,add,jeans,6
I want the apples gone.,remove,bottle,2
I don’t want the plate anymore.,add,shoes,4
Remove 1 yogurt from the basket.,add,socks,2
Include 2 backpack with my order.,add,blanket,1
"Grab me 2 jacket, please.",add,cheese,1
I want the plate gone.,remove,milk,3
Let’s drop 6 hat.,remove,oranges,2
Include 3 cheese with my order.,add,jacket,5
Get rid of 2 bananas from my order.,add,oranges,0
"I changed my mind about those jeans, take 1 out.",add,bottle,2
Wipe out the bananas.,add,t-shirt,4
Drop the sweater completely.,remove,water,7
Let’s drop 10 lamp.,add,apples,6
Include 3 water with my order.,remove,scarf,2
Pop 3 mug into my shopping bag.,add,t-shirt,3
"Nix 3 pan, please.",add,hat,-2
Let’s add 2 lamp to the basket.,remove,shoes,2
I don’t want the knife anymore.,add,mug,7
Throw in 2 water for me.,remove,t-shirt,-1
I'd like to get 10 apples.,add,bread,3
Pop 10 jacket into my shopping bag.,add,shoes,4
Throw in 4 yogurt for me.,add,socks,7
Can you take out 10 shorts?,remove,blender,2
Let’s drop 5 lamp.,remove,jeans,5
Throw in 3 jeans for me.,remove,water,1
Get rid of 4 eggs from my order.,remove,knife,7
Remove 5 blanket from the basket.,add,toaster,1
I want the milk gone.,remove,bread,4
Get rid of 4 shoes from my order.,add,water,6
Drop the knife completely.,add,backpack,6
Pop 4 toaster into my shopping bag.,add,socks,3
I'd like to get 1 mug.,add,toaster,7
Scratch the socks.,add,chocolate,2
I need 4 more water.,add,blanket,1
Can you take out 4 blender?,remove,plate,2
Let’s drop 10 blanket.,add,toaster,-2
Forget about the t-shirt.,add,sweater,3
Scratch the shorts.,add,bananas,4
Pop 6 cheese into my shopping bag.,add,yogurt,1
Include 5 pillow with my order.,remove,jacket,0
"Nix 4 blanket, please.",add,bread,7
Could you toss 3 jeans into the cart?,add,jacket,6
Forget about the socks.,remove,water,3
Get rid of 5 bananas from my order.,add,water,3
I'd like to get 2 pillow.,add,shorts,3
I'd like to get 1 apples.,add,blanket,4
I'd like to get 6 milk.,add,milk,-1
I need 6 more backpack.,add,bananas,2
I'd like to get 4 blender.,remove,apples,5
I don’t want the eggs anymore.,add,backpack,5
Get rid of 3 plate from my order.,add,eggs,5
Remove 1 milk from the basket.,remove,milk,6
Wipe out the plate.,add,lamp,0
I want the chocolate gone.,remove,socks,1
Pop 1 bottle into my shopping bag.,remove,knife,5
Could you toss 5 pillow into the cart?,remove,blanket,-2
Can you take out 10 oranges?,add,blender,7
Please pull out 5 pan.,remove,eggs,3
Include 1 eggs with my order.,remove,blender,4
Could you toss 3 jeans into the cart?,remove,socks,2
I don’t need 4 eggs anymore.,add,hat,2
"Nix 10 shoes, please.",remove,sweater,6
Throw in 5 bottle for me.,add,shorts,4
Drop the milk completely.,add,eggs,-2
I'd like to get 10 bananas.,remove,shoes,4
Drop the t-shirt completely.,add,bottle,1
"I changed my mind about those shoes, take 5 out.",add,backpack,5
Wipe out the backpack.,remove,blender,7
Could you toss 6 pan into the cart?,remove,yogurt,8
Remove 5 blanket from the basket.,add,t-shirt,3
Remove 1 yogurt from the basket.,add,scarf,2
Can you take out 3 mug?,add,blender,4
I'd like to get 2 water.,remove,bottle,2
Wipe out the backpack.,add,bottle,1
Please pull out 2 backpack.,remove,chocolate,6
Wipe out the eggs.,add,socks,6
Include 3 blender with my order.,remove,blender,-1
"I changed my mind about those apples, take 1 out.",add,apples,-1
Eliminate the apples from my cart.,remove,milk,4
I want the oranges gone.,add,oranges,4
Please pull out 1 backpack.,remove,hat,0
I don’t want the pillow anymore.,remove,shorts,1
Please pull out 2 pan.,remove,bread,6
Pop 6 blender into my shopping bag.,add,blanket,6
Let’s drop 6 milk.,remove,jeans,5
Let’s drop 4 milk.,add,socks,5
Forget about the eggs.,add,scarf,1
Cancel the t-shirt.,remove,knife,5
Let’s drop 2 plate.,add,backpack,-4
I'd like to get 6 t-shirt.,remove,lamp,0
I don’t need 2 blender anymore.,remove,blanket,3
I don’t need 5 shorts anymore.,add,bottle,7
Eliminate the bottle from my cart.,add,backpack,-1
"Nix 2 bottle, please.",remove,plate,3
Pop 1 knife into my shopping bag.,remove,bottle,2
Include 3 cheese with my order.,add,jacket,4
Remove 5 water from the basket.,add,blanket,1
"Grab me 6 toaster, please.",remove,eggs,2
I don’t need 1 knife anymore.,remove,chocolate,2
Wipe out the shorts.,add,shorts,2
Could you toss 1 shorts into the cart?,add,hat,2
I'd like to get 2 mug.,remove,shoes,0
Remove 1 jeans from the basket.,add,pillow,0
I need 6 more bottle.,add,lamp,0
Could you toss 1 bread into the cart?,remove,mug,1
Include 5 scarf with my order.,remove,bread,7
I'd like to get 10 lamp.,remove,backpack,0
I need 1 more sweater.,remove,shorts,2
Include 4 yogurt with my order.,add,bananas,-2
Can you take out 5 bottle?,add,jacket,1
I want the blender gone.,add,chocolate,4
Pop 2 blanket into my shopping bag.,add,t-shirt,0
Drop the pan completely.,remove,sweater,0
Pop 3 water into my shopping bag.,remove,milk,0
Throw in 5 bottle for me.,remove,pan,4
"I changed my mind about those bottle, take 3 out.",remove,plate,3
Drop the jeans completely.,remove,jacket,4
Remove 6 apples from the basket.,remove,hat,3
I'd like to get 4 blanket.,remove,bottle,2
I need 2 more bottle.,add,t-shirt,0
Scratch the pillow.,add,blanket,1
Throw in 2 backpack for me.,remove,mug,3
Get rid of 5 yogurt from my order.,remove,water,8
Scratch the eggs.,add,milk,4
Please pull out 2 backpack.,add,bottle,-1
Get rid of 10 hat from my order.,add,oranges,5
I need 6 more backpack.,remove,lamp,0
Could you toss 6 lamp into the cart?,add,hat,0
Get rid of 3 jeans from my order.,add,pillow,0
I need 6 more toaster.,add,socks,7
Could you toss 4 knife into the cart?,remove,toaster,2
"Nix 6 toaster, please.",remove,lamp,5
Let’s add 10 hat to the basket.,add,backpack,5
Cancel the shoes.,add,yogurt,1
Remove 10 water from the basket.,add,blender,2
"Nix 4 toaster, please.",add,oranges,1
"Nix 1 pan, please.",remove,blender,8
Let’s drop 10 plate.,remove,bottle,8
"Grab me 3 hat, please.",add,shoes,1
Can you take out 5 bottle?,remove,socks,8
Wipe out the scarf.,add,pan,5
Can you take out 6 pan?,add,eggs,10
Let’s add 3 shorts to the basket.,add,mug,2
Please pull out 10 toaster.,add,blender,5
Please pull out 5 apples.,remove,backpack,-1
Drop the toaster completely.,remove,apples,-1
"Grab me 6 backpack, please.",add,apples,1
I need 2 more chocolate.,remove,shoes,7
Pop 1 chocolate into my shopping bag.,add,toaster,-1
Please pull out 1 toaster.,remove,scarf,3
Can you take out 4 shorts?,remove,pillow,7
"Grab me 3 hat, please.",add,shorts,1
Wipe out the scarf.,remove,bananas,4
Can you take out 1 chocolate?,add,milk,6
I don’t need 1 knife anymore.,remove,jacket,4
Cancel the oranges.,add,bottle,4
Can you take out 2 scarf?,add,bananas,-1
Drop the shoes completely.,add,pillow,0
"Grab me 3 jacket, please.",remove,t-shirt,3
Throw in 2 toaster for me.,add,socks,4
Scratch the knife.,remove,jacket,-8
Scratch the chocolate.,remove,water,3
I'd like to get 2 blanket.,remove,blanket,7
Get rid of 5 yogurt from my order.,remove,oranges,6
Please pull out 5 blender.,add,knife,6
Remove 1 blender from the basket.,remove,cheese,-2
I don’t need 6 t-shirt anymore.,remove,blanket,6
Please pull out 5 blender.,remove,lamp,4
"Grab me 2 pillow, please.",add,backpack,3
I want the blender gone.,remove,chocolate,1
Throw in 2 knife for me.,add,bread,3
Could you toss 3 bread into the cart?,remove,blender,7
Get rid of 5 bananas from my order.,add,blanket,1
I don’t want the hat anymore.,remove,chocolate,3
Wipe out the cheese.,remove,plate,5
I'd like to get 1 bottle.,remove,bread,2
Get rid of 3 jacket from my order.,add,sweater,0
I need 3 more milk.,add,plate,0
Let’s add 10 jeans to the basket.,remove,shorts,7
Wipe out the shoes.,remove,blender,0
Pop 10 apples into my shopping bag.,add,bread,8
Let’s add 10 blanket to the basket.,remove,jeans,8
Cancel the plate.,add,plate,1
Can you take out 4 bananas?,remove,t-shirt,2
Get rid of 6 bread from my order.,remove,lamp,1
Throw in 1 shorts for me.,remove,pan,8
I don’t need 4 backpack anymore.,remove,knife,4
I want the shoes gone.,remove,t-shirt,2
Could you toss 10 sweater into the cart?,remove,toaster,3
Remove 6 mug from the basket.,add,t-shirt,1
Throw in 3 sweater for me.,add,pillow,2
I need 6 more toaster.,remove,pan,8
Throw in 6 oranges for me.,remove,apples,6
Include 3 mug with my order.,remove,socks,1
Include 5 mug with my order.,add,backpack,-1
Let’s drop 6 hat.,add,cheese,2
Throw in 4 lamp for me.,add,jacket,2
Get rid of 2 plate from my order.,add,shoes,2
Include 3 cheese with my order.,add,lamp,4
I don’t need 3 lamp anymore.,add,knife,5
Let’s drop 5 knife.,remove,cheese,6
"I changed my mind about those bananas, take 3 out.",remove,mug,7
Forget about the backpack.,add,jeans,1
"I changed my mind about those jacket, take 10 out.",add,pillow,0
Wipe out the cheese.,add,bananas,4
Scratch the pan.,add,bottle,-3
I'd like to get 10 pan.,remove,yogurt,4
Wipe out the apples.,add,jacket,1
"Nix 3 knife, please.",remove,blender,3
Throw in 1 milk for me.,add,apples,6
Please pull out 6 water.,add,toaster,3
Get rid of 10 knife from my order.,remove,pillow,2
Let’s add 10 sweater to the basket.,add,jeans,1
Throw in 3 shoes for me.,remove,mug,3
"I changed my mind about those apples, take 1 out.",add,apples,6
I want the lamp gone.,remove,lamp,2
"Nix 3 cheese, please.",remove,yogurt,5
"I changed my mind about those mug, take 1 out.",add,plate,5
Include 1 blanket with my order.,remove,blanket,5
"Grab me 3 hat, please.",remove,pan,4
"Nix 10 jeans, please.",add,chocolate,2
"Grab me 10 cheese, please.",remove,shorts,0
Remove 3 eggs from the basket.,add,milk,0
I'd like to get 2 sweater.,add,scarf,2
Get rid of 10 toaster from my order.,remove,oranges,2
Forget about the t-shirt.,add,water,-2
Let’s drop 10 lamp.,remove,jacket,5
Could you toss 3 bread into the cart?,remove,socks,3
I need 6 more plate.,add,bottle,11
I'd like to get 1 bottle.,add,bottle,-6
Forget about the sweater.,add,eggs,2
Remove 10 water from the basket.,add,pillow,5
I'd like to get 4 toaster.,add,oranges,-2
"Grab me 5 oranges, please.",add,t-shirt,7
Can you take out 1 t-shirt?,add,plate,2
Let’s drop 4 pillow.,remove,yogurt,3
Cancel the pillow.,remove,knife,0
Eliminate the oranges from my cart.,remove,oranges,0
I need 2 more chocolate.,remove,cheese,1
Let’s drop 5 apples.,remove,water,0
I don’t need 4 backpack anymore.,add,t-shirt,4
Remove 2 bananas from the basket.,remove,bread,6
"Grab me 10 blender, please.",add,shoes,-1
Let’s add 10 pillow to the basket.,add,shorts,5
Throw in 3 knife for me.,remove,plate,2
I'd like to get 4 blanket.,remove,t-shirt,-2
I need 10 more pillow.,remove,socks,1
Remove 6 oranges from the basket.,remove,bottle,5
I need 1 more plate.,remove,bread,5
Get rid of 3 jacket from my order.,add,lamp,-3
Remove 1 pillow from the basket.,add,toaster,1
Scratch the scarf.,remove,toaster,3
Please pull out 2 scarf.,add,chocolate,1
Can you take out 10 cheese?,remove,scarf,6
Cancel the backpack.,remove,water,9
Throw in 3 shoes for me.,remove,jeans,9
Can you take out 6 bananas?,remove,pillow,2
Please pull out 6 water.,remove,yogurt,6
"Nix 2 blender, please.",remove,chocolate,0
Please pull out 5 pan.,add,chocolate,0
Scratch the bananas.,remove,toaster,6
Can you take out 4 bananas?,remove,jeans,3
Throw in 3 sweater for me.,add,cheese,5
I want the pan gone.,remove,oranges,3
Remove 1 pillow from the basket.,remove,plate,7
Get rid of 4 socks from my order.,add,socks,6
Drop the lamp completely.,add,bread,5
I don’t need 2 water anymore.,add,bananas,4
Forget about the socks.,add,jacket,4
Pop 4 bananas into my shopping bag.,add,milk,-1
Could you toss 10 sweater into the cart?,add,mug,5
Can you take out 1 socks?,remove,shoes,6
Include 3 t-shirt with my order.,add,pan,3
Let’s drop 10 bananas.,remove,oranges,6
Get rid of 3 plate from my order.,remove,jacket,2
Could you toss 10 sweater into the cart?,remove,shorts,7
Can you take out 4 shorts?,remove,scarf,8
Forget about the jeans.,remove,hat,0
"Nix 6 water, please.",remove,t-shirt,2
Wipe out the plate.,add,water,2
Include 3 t-shirt with my order.,add,scarf,9
Include 1 jacket with my order.,add,bottle,6
Let’s drop 10 blanket.,remove,apples,-2
Get rid of 4 socks from my order.,add,milk,0
Forget about the milk.,add,oranges,7
Let’s add 10 pillow to the basket.,add,socks,6
Let’s drop 2 jeans.,remove,bottle,-2
Can you take out 10 knife?,add,chocolate,5
Please pull out 3 knife.,add,backpack,6
Forget about the apples.,add,eggs,0
Scratch the shorts.,add,sweater,4
Let’s drop 6 hat.,add,chocolate,4
Include 5 chocolate with my order.,remove,bottle,6
Throw in 3 apples for me.,remove,sweater,3
Let’s add 2 lamp to the basket.,add,knife,7
Can you take out 4 blender?,remove,hat,3
"Nix 2 scarf, please.",remove,hat,3
Pop 4 socks into my shopping bag.,add,lamp,7
I don’t need 2 blender anymore.,remove,lamp,1
I want the knife gone.,add,oranges,3
Get rid of 2 chocolate from my order.,remove,backpack,3
Could you toss 6 lamp into the cart?,remove,sweater,5
Let’s drop 10 apples.,remove,toaster,-2
Get rid of 3 plate from my order.,add,scarf,-1
I'd like to get 2 mug.,add,t-shirt,2
I don’t want the cheese anymore.,add,jeans,-1
I want the apples gone.,add,blanket,3
Include 10 scarf with my order.,add,apples,5
Can you take out 10 eggs?,add,toaster,5
I don’t need 5 socks anymore.,add,backpack,8
Scratch the blender.,add,water,3
Pop 10 knife into my shopping bag.,add,toaster,3
"Grab me 3 socks, please.",remove,pan,3
I need 4 more socks.,add,sweater,1
I want the lamp gone.,remove,hat,6
I need 6 more pillow.,add,pan,1
I want the t-shirt gone.,add,toaster,2
Throw in 6 water for me.,remove,yogurt,8
Throw in 5 scarf for me.,add,scarf,2
Could you toss 3 knife into the cart?,add,milk,5
Please pull out 4 backpack.,remove,lamp,5
Remove 6 backpack from the basket.,add,bottle,3
"I changed my mind about those plate, take 5 out.",add,hat,3
Remove 3 milk from the basket.,add,jeans,3
Let’s drop 6 milk.,remove,bread,4
Let’s drop 6 hat.,remove,scarf,-1
Could you toss 1 bread into the cart?,add,sweater,1
Please pull out 5 socks.,add,bananas,3
Throw in 2 knife for me.,add,knife,3
Let’s drop 10 bananas.,add,bananas,1
"I changed my mind about those knife, take 4 out.",remove,apples,6
"I changed my mind about those oranges, take 4 out.",remove,apples,4
Remove 6 apples from the basket.,remove,cheese,1
Let’s drop 4 pillow.,add,sweater,6
Cancel the bottle.,remove,sweater,-9
I'd like to get 4 blanket.,remove,jacket,7
Throw in 3 sweater for me.,add,cheese,0
Pop 5 blender into my shopping bag.,add,backpack,6
Get rid of 1 backpack from my order.,remove,shoes,7
Wipe out the plate.,add,jeans,0
Please pull out 5 apples.,remove,pan,4
I don’t want the plate anymore.,remove,socks,2
Could you toss 10 sweater into the cart?,remove,mug,5
Include 3 bread with my order.,remove,scarf,0
I don’t need 3 oranges anymore.,remove,scarf,5
Cancel the toaster.,add,shorts,7
Please pull out 1 jeans.,add,backpack,7
I'd like to get 3 pillow.,add,sweater,2
Let’s drop 4 eggs.,add,bread,4
Include 4 bananas with my order.,add,blender,4
I'd like to get 6 backpack.,add,apples,-3
I need 6 more shoes.,remove,bottle,4
Let’s drop 4 pillow.,remove,lamp,6
Wipe out the cheese.,add,scarf,4
Let’s drop 1 bananas.,remove,bread,4
Please pull out 5 chocolate.,add,oranges,4
"I changed my mind about those blanket, take 2 out.",remove,blender,-1
Pop 1 knife into my shopping bag.,add,sweater,1
Could you toss 3 mug into the cart?,remove,hat,6
Can you take out 10 eggs?,add,sweater,8
I'd like to get 6 backpack.,remove,blender,1
I need 6 more bottle.,remove,scarf,0
Scratch the shoes.,add,t-shirt,4
Get rid of 1 knife from my order.,add,shoes,3
Include 1 shoes with my order.,add,blender,1
I don’t want the jacket anymore.,remove,pillow,1
Cancel the sweater.,add,yogurt,2
I'd like to get 2 mug.,remove,bread,3
