user_input,action,product,quantity
"I changed my mind about those glass, take 8 out.",remove,glass,8
I'd like to get 6 shampoo.,add,shampoo,6
"Nix 1 leggings, please.",remove,leggings,1
Add 10 jam to the list.,add,jam,10
Drop the drawer completely.,remove,drawer,1
Give me 2 tuna.,add,tuna,2
Let’s drop 1 pan.,remove,pan,1
Cancel the plate.,remove,plate,1
Delete 6 juice from the cart.,remove,juice,6
Add 9 lettuce to the list.,add,lettuce,9
Get rid of 3 boots from my order.,remove,boots,3
Delete 10 honey from the cart.,remove,honey,10
Add 8 mirror to the list.,add,mirror,8
"I changed my mind about those sunglasses, take 10 out.",remove,sunglasses,10
Can you take out 2 blazer?,remove,blazer,2
Get rid of the suitcase.,remove,suitcase,1
Delete 6 shoes from the cart.,remove,shoes,6
Give me 10 cauliflower.,add,cauliflower,10
I don't need 3 glass anymore.,remove,glass,3
Throw in 3 blazer for me.,add,blazer,3
"Grab me 4 towel, please.",add,towel,4
Can you take out 8 bracelet?,remove,bracelet,8
"I changed my mind about those pan, take 3 out.",remove,pan,3
Give me 3 apples.,add,apples,3
Eliminate the pajamas from my cart.,remove,pajamas,1
Remove 1 spaghetti from the basket.,remove,spaghetti,1
Remove 9 mug.,remove,mug,9
I need 4 earring added.,add,earring,4
Could you toss 3 grapes into the cart?,add,grapes,3
"Grab me 4 vest, please.",add,vest,4
Make that 1 sandals.,add,sandals,1
Put 6 tomato in my cart.,add,tomato,6
"Nix 3 tissue, please.",remove,tissue,3
Please pull out 3 shorts.,remove,shorts,3
Throw in 6 mattress for me.,add,mattress,6
Pop 8 towel into my shopping bag.,add,towel,8
Get rid of 10 cabinet from my order.,remove,cabinet,10
I'd like to get 3 salt.,add,salt,3
I want to buy 6 sandals.,add,sandals,6
Give me 1 wallet.,add,wallet,1
Get rid of the mattress.,remove,mattress,1
Could you toss 4 belt into the cart?,add,belt,4
I need 4 lotion added.,add,lotion,4
"Nix 2 sofa, please.",remove,sofa,2
Throw in 6 desk for me.,add,desk,6
Delete 8 earring from the cart.,remove,earring,8
Pop 6 brush into my shopping bag.,add,brush,6
Include 7 yogurt with my order.,add,yogurt,7
I want to buy 8 leggings.,add,leggings,8
I need 9 socks added.,add,socks,9
Give me 9 suit.,add,suit,9
I need 7 match added.,add,match,7
Get rid of 2 gloves from my order.,remove,gloves,2
Include 7 t-shirt with my order.,add,t-shirt,7
I need 8 apples added.,add,apples,8
Pop 10 table into my shopping bag.,add,table,10
Remove 10 raincoat.,remove,raincoat,10
Remove 7 tomato.,remove,tomato,7
Add 6 clock to the list.,add,clock,6
Make that 10 beanie.,add,beanie,10
I want to buy 4 watch.,add,watch,4
Remove the salt.,remove,salt,1
Pop 8 chicken into my shopping bag.,add,chicken,8
Include 5 backpack with my order.,add,backpack,5
Give me 7 tissue.,add,tissue,7
I want to buy 8 glasses.,add,glasses,8
"Nix 8 lemonade, please.",remove,lemonade,8
Remove 2 milk from the basket.,remove,milk,2
I need 3 jacket added.,add,jacket,3
Remove the cookies.,remove,cookies,1
Remove 7 toothpaste.,remove,toothpaste,7
Let’s add 3 skirt to the basket.,add,skirt,3
Please add 4 pitcher.,add,pitcher,4
"Nix 10 pretzels, please.",remove,pretzels,10
Delete 8 chicken from the cart.,remove,chicken,8
"I changed my mind about those conditioner, take 5 out.",remove,conditioner,5
Please pull out 5 pepper.,remove,pepper,5
Delete 4 blanket from the cart.,remove,blanket,4
Remove the oil.,remove,oil,1
Delete 2 garlic from the cart.,remove,garlic,2
I'd like to get 8 lettuce.,add,lettuce,8
Pop 1 lemon into my shopping bag.,add,lemon,1
Let’s add 7 apples to the basket.,add,apples,7
Could you toss 6 lemon into the cart?,add,lemon,6
Remove 3 bananas from the basket.,remove,bananas,3
Get rid of the jacket.,remove,jacket,1
"I changed my mind about those onion, take 7 out.",remove,onion,7
Delete 9 belt from the cart.,remove,belt,9
I don't need 9 pajamas anymore.,remove,pajamas,9
Put 1 pitcher in my cart.,add,pitcher,1
Put 5 nuts in my cart.,add,nuts,5
Remove 8 spoon from the basket.,remove,spoon,8
Delete 7 tray from the cart.,remove,tray,7
"I changed my mind about those glass, take 10 out.",remove,glass,10
I want to buy 5 paper.,add,paper,5
Remove 10 sofa from the basket.,remove,sofa,10
Take 7 boots off my list.,remove,boots,7
Include 10 umbrella with my order.,add,umbrella,10
Please pull out 2 socks.,remove,socks,2
Get rid of the toothbrush.,remove,toothbrush,1
Drop 5 tuna.,remove,tuna,5
Put 4 broom in my cart.,add,broom,4
Pop 7 pepper into my shopping bag.,add,pepper,7
Cancel 10 paper.,remove,paper,10
Give me 5 coat.,add,coat,5
"Nix 4 jam, please.",remove,jam,4
I'd like to get 8 blanket.,add,blanket,8
Please pull out 1 brush.,remove,brush,1
I need 6 cabinet added.,add,cabinet,6
Remove the oranges.,remove,oranges,1
Please pull out 1 slippers.,remove,slippers,1
Get rid of 10 pajamas from my order.,remove,pajamas,10
Pop 9 broom into my shopping bag.,add,broom,9
Include 4 suitcase with my order.,add,suitcase,4
Make that 8 noodles.,add,noodles,8
"I changed my mind about those slippers, take 8 out.",remove,slippers,8
I don't need 9 coffee anymore.,remove,coffee,9
"Grab me 3 tray, please.",add,tray,3
Please pull out 3 sponge.,remove,sponge,3
I want the pan gone.,remove,pan,1
Take 9 potato off my list.,remove,potato,9
"I changed my mind about those leggings, take 10 out.",remove,leggings,10
Give me 2 pork.,add,pork,2
"Grab me 3 candy, please.",add,candy,3
Drop 1 skillet.,remove,skillet,1
Please add 2 carrots.,add,carrots,2
"Nix 6 leggings, please.",remove,leggings,6
I want to buy 8 cup.,add,cup,8
Give me 7 spinach.,add,spinach,7
Get rid of 2 candy from my order.,remove,candy,2
I don't need 1 necklace anymore.,remove,necklace,1
Eliminate the candle from my cart.,remove,candle,1
"I changed my mind about those beer, take 6 out.",remove,beer,6
Get rid of 1 bottle from my order.,remove,bottle,1
I need 2 backpack added.,add,backpack,2
Throw in 1 raincoat for me.,add,raincoat,1
Please add 9 tray.,add,tray,9
Give me 8 glasses.,add,glasses,8
Remove 7 sneakers from the basket.,remove,sneakers,7
"I changed my mind about those knife, take 4 out.",remove,knife,4
Make that 4 lettuce.,add,lettuce,4
Can you take out 8 oil?,remove,oil,8
Add 7 tomato to the list.,add,tomato,7
Wipe out the blender.,remove,blender,1
Delete 2 butter from the cart.,remove,butter,2
Throw in 8 bottle for me.,add,bottle,8
Take out the plate.,remove,plate,1
Drop the desk completely.,remove,desk,1
Include 3 sheet with my order.,add,sheet,3
Please add 5 sponge.,add,sponge,5
Throw in 6 sweater for me.,add,sweater,6
"Grab me 5 tray, please.",add,tray,5
Add 3 sunglasses to the list.,add,sunglasses,3
Get rid of 10 battery from my order.,remove,battery,10
Make that 8 oatmeal.,add,oatmeal,8
"Grab me 5 necklace, please.",add,necklace,5
Take out the vest.,remove,vest,1
"Grab me 4 napkin, please.",add,napkin,4
Get rid of 5 lemonade from my order.,remove,lemonade,5
"Grab me 4 flour, please.",add,flour,4
"Grab me 9 tuna, please.",add,tuna,9
I need 3 vase added.,add,vase,3
I don’t want the toaster anymore.,remove,toaster,1
I want to buy 9 vase.,add,vase,9
Include 3 spaghetti with my order.,add,spaghetti,3
I'd like to get 8 crackers.,add,crackers,8
I want to buy 9 knife.,add,knife,9
Include 1 jelly with my order.,add,jelly,1
Include 7 sponge with my order.,add,sponge,7
Please add 7 hat.,add,hat,7
Get rid of the table.,remove,table,1
Take 9 knife off my list.,remove,knife,9
Delete 6 table from the cart.,remove,table,6
Please add 8 pajamas.,add,pajamas,8
Throw in 6 spaghetti for me.,add,spaghetti,6
Cancel the glasses.,remove,glasses,1
Forget about the gloves.,remove,gloves,1
I don't need 6 chips anymore.,remove,chips,6
Please pull out 8 earring.,remove,earring,8
I need 5 ring added.,add,ring,5
Pop 2 t-shirt into my shopping bag.,add,t-shirt,2
Please pull out 7 belt.,remove,belt,7
I need 1 lettuce added.,add,lettuce,1
"Grab me 6 blouse, please.",add,blouse,6
"I changed my mind about those bread, take 10 out.",remove,bread,10
Put 6 tray in my cart.,add,tray,6
Put 2 pillowcase in my cart.,add,pillowcase,2
Remove 6 drawer from the basket.,remove,drawer,6
Include 8 blind with my order.,add,blind,8
I need 9 tray added.,add,tray,9
Drop 1 broom.,remove,broom,1
I want the toaster gone.,remove,toaster,1
Can you take out 3 jacket?,remove,jacket,3
Please pull out 10 shampoo.,remove,shampoo,10
Remove 1 broccoli from the basket.,remove,broccoli,1
Can you take out 6 bucket?,remove,bucket,6
Let’s add 3 chicken to the basket.,add,chicken,3
Could you toss 5 watch into the cart?,add,watch,5
Let’s add 7 cauliflower to the basket.,add,cauliflower,7
Make that 8 blind.,add,blind,8
"I changed my mind about those razor, take 5 out.",remove,razor,5
Make that 1 onion.,add,onion,1
Throw in 7 lotion for me.,add,lotion,7
"Nix 10 socks, please.",remove,socks,10
Take 2 mattress off my list.,remove,mattress,2
Get rid of 4 pot from my order.,remove,pot,4
Drop 8 jacket.,remove,jacket,8
Remove 1 nuts.,remove,nuts,1
Take 7 spinach off my list.,remove,spinach,7
I'd like to get 9 blouse.,add,blouse,9
Make that 3 socks.,add,socks,3
Please pull out 9 pajamas.,remove,pajamas,9
Delete 9 pepper from the cart.,remove,pepper,9
Include 9 napkin with my order.,add,napkin,9
I need 7 table added.,add,table,7
Make that 10 jacket.,add,jacket,10
Delete 4 chocolate from the cart.,remove,chocolate,4
Cancel 8 shoes.,remove,shoes,8
Put 6 beanie in my cart.,add,beanie,6
Delete 6 mattress from the cart.,remove,mattress,6
Take 10 shoes off my list.,remove,shoes,10
Include 9 chair with my order.,add,chair,9
Let’s add 7 cookies to the basket.,add,cookies,7
Let’s add 10 vest to the basket.,add,vest,10
Make that 10 cup.,add,cup,10
Please add 7 skirt.,add,skirt,7
Remove 9 apples.,remove,apples,9
I'd like to get 10 apples.,add,apples,10
Cancel 8 butter.,remove,butter,8
I need 8 pork added.,add,pork,8
Let’s add 7 sponge to the basket.,add,sponge,7
Delete 9 battery from the cart.,remove,battery,9
Add 1 leggings to the list.,add,leggings,1
Let’s add 4 sweater to the basket.,add,sweater,4
Let’s add 6 table to the basket.,add,table,6
Add 3 carrots to the list.,add,carrots,3
Throw in 1 mug for me.,add,mug,1
"Grab me 8 soda, please.",add,soda,8
Add 4 shampoo to the list.,add,shampoo,4
Get rid of 4 robe from my order.,remove,robe,4
I don't need 8 chocolate anymore.,remove,chocolate,8
Let’s add 9 sugar to the basket.,add,sugar,9
Remove the mat.,remove,mat,1
Put 7 slippers in my cart.,add,slippers,7
Wipe out the trousers.,remove,trousers,1
Please add 1 coat.,add,coat,1
I'd like to get 3 gloves.,add,gloves,3
Include 10 cauliflower with my order.,add,cauliflower,10
Include 8 lotion with my order.,add,lotion,8
Could you toss 4 table into the cart?,add,table,4
Could you toss 9 butter into the cart?,add,butter,9
Please add 9 robe.,add,robe,9
I want to buy 8 umbrella.,add,umbrella,8
Put 6 razor in my cart.,add,razor,6
Throw in 6 glass for me.,add,glass,6
Make that 7 lamp.,add,lamp,7
"I changed my mind about those eggs, take 6 out.",remove,eggs,6
Drop 9 knife.,remove,knife,9
Include 8 jam with my order.,add,jam,8
Add 1 heels to the list.,add,heels,1
Let’s add 8 curtain to the basket.,add,curtain,8
Could you toss 1 suit into the cart?,add,suit,1
Add 7 sofa to the list.,add,sofa,7
I don’t want the hat anymore.,remove,hat,1
Can you take out 9 mop?,remove,mop,9
"I changed my mind about those jam, take 8 out.",remove,jam,8
Pop 9 water into my shopping bag.,add,water,9
I don't need 1 umbrella anymore.,remove,umbrella,1
I want to buy 2 broccoli.,add,broccoli,2
Remove 6 jelly.,remove,jelly,6
Throw in 7 boots for me.,add,boots,7
Take 10 pepper off my list.,remove,pepper,10
Get rid of the potato.,remove,potato,1
"I changed my mind about those clock, take 1 out.",remove,clock,1
Please add 7 soap.,add,soap,7
Get rid of 2 vase from my order.,remove,vase,2
Include 9 floss with my order.,add,floss,9
Take out the slippers.,remove,slippers,1
Remove the bananas.,remove,bananas,1
Make that 4 boots.,add,boots,4
Remove 2 chair.,remove,chair,2
"Nix 6 toaster, please.",remove,toaster,6
Give me 6 spoon.,add,spoon,6
Put 6 bulb in my cart.,add,bulb,6
Let’s add 5 match to the basket.,add,match,5
I don't need 1 tissue anymore.,remove,tissue,1
I don't need 5 belt anymore.,remove,belt,5
Cancel 5 spaghetti.,remove,spaghetti,5
Remove 4 garlic from the basket.,remove,garlic,4
Give me 10 pillow.,add,pillow,10
Get rid of the apples.,remove,apples,1
Pop 7 desk into my shopping bag.,add,desk,7
I'd like to get 3 sheet.,add,sheet,3
Wipe out the sweater.,remove,sweater,1
"Nix 6 lamp, please.",remove,lamp,6
I don't need 1 vase anymore.,remove,vase,1
Get rid of 7 cabinet from my order.,remove,cabinet,7
Can you take out 3 butter?,remove,butter,3
I'd like to get 8 belt.,add,belt,8
Get rid of 4 toaster from my order.,remove,toaster,4
Drop 2 pillow.,remove,pillow,2
Put 9 shelf in my cart.,add,shelf,9
Please pull out 8 leggings.,remove,leggings,8
"I changed my mind about those pillow, take 5 out.",remove,pillow,5
Drop 6 oranges.,remove,oranges,6
Remove 2 coffee from the basket.,remove,coffee,2
Let’s add 6 bread to the basket.,add,bread,6
Get rid of 7 floss from my order.,remove,floss,7
I'd like to get 10 grapes.,add,grapes,10
Drop 5 corn.,remove,corn,5
Drop the sugar completely.,remove,sugar,1
I'd like to get 1 rice.,add,rice,1
Drop 5 table.,remove,table,5
Throw in 10 pepper for me.,add,pepper,10
Let’s add 9 bowl to the basket.,add,bowl,9
Can you take out 6 salt?,remove,salt,6
Can you take out 8 garlic?,remove,garlic,8
Pop 6 paper into my shopping bag.,add,paper,6
I don’t want the pot anymore.,remove,pot,1
Wipe out the shelf.,remove,shelf,1
Please add 8 sofa.,add,sofa,8
Please add 7 jam.,add,jam,7
Remove 8 couch.,remove,couch,8
Get rid of 6 spaghetti from my order.,remove,spaghetti,6
"Grab me 3 crackers, please.",add,crackers,3
Could you toss 5 shampoo into the cart?,add,shampoo,5
"I changed my mind about those corn, take 4 out.",remove,corn,4
"I changed my mind about those sneakers, take 9 out.",remove,sneakers,9
I want to buy 1 conditioner.,add,conditioner,1
Eliminate the wallet from my cart.,remove,wallet,1
Include 9 sandals with my order.,add,sandals,9
Drop 2 bulb.,remove,bulb,2
Cancel 4 coffee.,remove,coffee,4
I'd like to get 1 shelf.,add,shelf,1
Pop 3 lettuce into my shopping bag.,add,lettuce,3
Drop 3 corn.,remove,corn,3
I don't need 4 pajamas anymore.,remove,pajamas,4
Can you take out 3 match?,remove,match,3
I don't need 9 watch anymore.,remove,watch,9
Let’s add 9 peas to the basket.,add,peas,9
Remove the fork.,remove,fork,1
"Grab me 5 blazer, please.",add,blazer,5
"Grab me 5 wallet, please.",add,wallet,5
Drop 4 rice.,remove,rice,4
Get rid of the robe.,remove,robe,1
Let’s add 6 cap to the basket.,add,cap,6
Could you toss 6 mop into the cart?,add,mop,6
Please pull out 5 clock.,remove,clock,5
I'd like to get 1 heels.,add,heels,1
Let’s add 5 sugar to the basket.,add,sugar,5
Include 4 yogurt with my order.,add,yogurt,4
Cancel 1 tray.,remove,tray,1
Remove 4 spinach.,remove,spinach,4
I'd like to get 4 bracelet.,add,bracelet,4
I need 2 more backpack.,add,backpack,2
Include 2 steak with my order.,add,steak,2
"I changed my mind about those skillet, take 9 out.",remove,skillet,9
"Nix 10 rice, please.",remove,rice,10
Delete 3 lemon from the cart.,remove,lemon,3
I want to buy 7 belt.,add,belt,7
Get rid of 6 vinegar from my order.,remove,vinegar,6
Give me 5 chips.,add,chips,5
"I changed my mind about those vest, take 4 out.",remove,vest,4
Wipe out the peas.,remove,peas,1
Let’s add 8 oatmeal to the basket.,add,oatmeal,8
Can you take out 6 jelly?,remove,jelly,6
Throw in 8 hat for me.,add,hat,8
Drop 7 socks.,remove,socks,7
Could you toss 2 lotion into the cart?,add,lotion,2
I want to buy 5 razor.,add,razor,5
I want to buy 3 raincoat.,add,raincoat,3
Please add 2 mirror.,add,mirror,2
"I changed my mind about those paper, take 9 out.",remove,paper,9
I need 6 more toaster.,add,toaster,6
Add 2 beer to the list.,add,beer,2
I need 10 rice added.,add,rice,10
"Nix 10 cabinet, please.",remove,cabinet,10
"I changed my mind about those broom, take 9 out.",remove,broom,9
Throw in 2 ring for me.,add,ring,2
I'd like to get 8 duvet.,add,duvet,8
Please pull out 6 salmon.,remove,salmon,6
Let’s add 10 grapes to the basket.,add,grapes,10
Remove the beanie.,remove,beanie,1
Add 7 leggings to the list.,add,leggings,7
Delete 9 glass from the cart.,remove,glass,9
Give me 6 oil.,add,oil,6
Eliminate the chocolate from my cart.,remove,chocolate,1
Please pull out 6 ring.,remove,ring,6
Take out the yogurt.,remove,yogurt,1
Delete 3 bracelet from the cart.,remove,bracelet,3
I don't need 9 scarf anymore.,remove,scarf,9
Take 6 broom off my list.,remove,broom,6
I want the lighter gone.,remove,lighter,1
Put 10 pillowcase in my cart.,add,pillowcase,10
Let’s add 2 socks to the basket.,add,socks,2
Remove 3 blouse from the basket.,remove,blouse,3
Make that 2 couch.,add,couch,2
Make that 6 vest.,add,vest,6
"I changed my mind about those umbrella, take 2 out.",remove,umbrella,2
"I changed my mind about those cabinet, take 3 out.",remove,cabinet,3
Take 6 drawer off my list.,remove,drawer,6
Throw in 1 salt for me.,add,salt,1
Include 3 razor with my order.,add,razor,3
Can you take out 6 bananas?,remove,bananas,6
Let’s add 1 drawer to the basket.,add,drawer,1
"Grab me 3 cauliflower, please.",add,cauliflower,3
Throw in 5 garlic for me.,add,garlic,5
Pop 1 t-shirt into my shopping bag.,add,t-shirt,1
I don't need 8 floss anymore.,remove,floss,8
Wipe out the shorts.,remove,shorts,1
Remove 10 pot from the basket.,remove,pot,10
Please pull out 6 rice.,remove,rice,6
I'd like to get 8 broccoli.,add,broccoli,8
Can you take out 2 cucumber?,remove,cucumber,2
Make that 3 soap.,add,soap,3
Please add 9 candle.,add,candle,9
Make that 4 sandals.,add,sandals,4
"I changed my mind about those pan, take 10 out.",remove,pan,10
Delete 10 slippers from the cart.,remove,slippers,10
Take out the pillow.,remove,pillow,1
Please add 4 oranges.,add,oranges,4
"I changed my mind about those sandals, take 9 out.",remove,sandals,9
Let’s add 4 spoon to the basket.,add,spoon,4
Remove 2 coat from the basket.,remove,coat,2
Please add 5 broom.,add,broom,5
Eliminate the suit from my cart.,remove,suit,1
I'd like to get 10 pasta.,add,pasta,10
Make that 5 pitcher.,add,pitcher,5
Please add 7 drawer.,add,drawer,7
"Grab me 3 cucumber, please.",add,cucumber,3
"Nix 10 leggings, please.",remove,leggings,10
"I changed my mind about those beans, take 1 out.",remove,beans,1
Take out the bananas.,remove,bananas,1
"Nix 6 vase, please.",remove,vase,6
I don’t want the pan anymore.,remove,pan,1
I need 4 beef added.,add,beef,4
Throw in 10 handbag for me.,add,handbag,10
Can you take out 1 mittens?,remove,mittens,1
Throw in 6 curtain for me.,add,curtain,6
Could you toss 7 fish into the cart?,add,fish,7
Throw in 2 blender for me.,add,blender,2
Put 7 corn in my cart.,add,corn,7
Eliminate the pan from my cart.,remove,pan,1
Drop 6 chair.,remove,chair,6
Remove 2 mirror from the basket.,remove,mirror,2
Make that 2 pajamas.,add,pajamas,2
Remove 3 skirt from the basket.,remove,skirt,3
Remove 3 watch.,remove,watch,3
I want the tray gone.,remove,tray,1
Eliminate the toothbrush from my cart.,remove,toothbrush,1
Include 1 pan with my order.,add,pan,1
Include 2 backpack with my order.,add,backpack,2
I'd like to get 10 cheese.,add,cheese,10
I need 6 drawer added.,add,drawer,6
Remove the pot.,remove,pot,1
I want to buy 2 beans.,add,beans,2
Put 7 butter in my cart.,add,butter,7
Pop 9 toaster into my shopping bag.,add,toaster,9
Give me 10 pepper.,add,pepper,10
Pop 3 mat into my shopping bag.,add,mat,3
Please pull out 10 milk.,remove,milk,10
Remove 1 sweater from the basket.,remove,sweater,1
Put 4 pillowcase in my cart.,add,pillowcase,4
Wipe out the carrots.,remove,carrots,1
Could you toss 6 tea into the cart?,add,tea,6
Get rid of 10 bottle from my order.,remove,bottle,10
"Nix 9 pillowcase, please.",remove,pillowcase,9
Remove 4 chicken from the basket.,remove,chicken,4
Include 7 wallet with my order.,add,wallet,7
Let’s add 2 cheese to the basket.,add,cheese,2
I'd like to get 4 clock.,add,clock,4
Remove 7 broom from the basket.,remove,broom,7
I want to buy 10 gown.,add,gown,10
Let’s add 3 heels to the basket.,add,heels,3
Drop 2 beer.,remove,beer,2
Throw in 4 bottle for me.,add,bottle,4
Take out the beanie.,remove,beanie,1
Could you toss 2 salmon into the cart?,add,salmon,2
Drop the floss completely.,remove,floss,1
Cancel 2 beanie.,remove,beanie,2
Include 3 shoes with my order.,add,shoes,3
Wipe out the flour.,remove,flour,1
I want to buy 10 sneakers.,add,sneakers,10
Cancel 2 heels.,remove,heels,2
Could you toss 8 desk into the cart?,add,desk,8
I want to buy 8 towel.,add,towel,8
Can you take out 6 blouse?,remove,blouse,6
I don't need 10 pot anymore.,remove,pot,10
Could you toss 9 toothbrush into the cart?,add,toothbrush,9
I want to buy 5 sofa.,add,sofa,5
Remove 6 hat from the basket.,remove,hat,6
Could you toss 8 candle into the cart?,add,candle,8
Make that 3 bulb.,add,bulb,3
Cancel 6 suit.,remove,suit,6
Get rid of the trousers.,remove,trousers,1
Take 10 garlic off my list.,remove,garlic,10
"Nix 3 knife, please.",remove,knife,3
Drop 8 dress.,remove,dress,8
Throw in 1 razor for me.,add,razor,1
"Nix 3 pillowcase, please.",remove,pillowcase,3
I'd like to get 1 backpack.,add,backpack,1
"Nix 9 suit, please.",remove,suit,9
Let’s drop 2 plate.,remove,plate,2
Pop 3 backpack into my shopping bag.,add,backpack,3
"Grab me 8 jelly, please.",add,jelly,8
Take 5 razor off my list.,remove,razor,5
Let’s drop 5 cheese.,remove,cheese,5
Cancel 6 carrots.,remove,carrots,6
I need 1 bulb added.,add,bulb,1
Pop 2 sandals into my shopping bag.,add,sandals,2
"Nix 2 beans, please.",remove,beans,2
Add 9 candle to the list.,add,candle,9
Take 5 cup off my list.,remove,cup,5
Please add 10 robe.,add,robe,10
Can you take out 8 tray?,remove,tray,8
I don't need 10 blanket anymore.,remove,blanket,10
Please add 6 earring.,add,earring,6
Drop the pillowcase completely.,remove,pillowcase,1
I'd like to get 6 table.,add,table,6
Throw in 3 pot for me.,add,pot,3
Make that 8 sugar.,add,sugar,8
"I changed my mind about those jeans, take 1 out.",remove,jeans,1
Drop the cheese completely.,remove,cheese,1
Could you toss 6 water into the cart?,add,water,6
Put 4 lemonade in my cart.,add,lemonade,4
Can you take out 4 cheese?,remove,cheese,4
I need 1 tuna added.,add,tuna,1
Remove 9 mattress.,remove,mattress,9
I'd like to get 4 duvet.,add,duvet,4
Throw in 9 water for me.,add,water,9
Cancel 5 shrimp.,remove,shrimp,5
Give me 1 cream.,add,cream,1
Pop 2 clock into my shopping bag.,add,clock,2
Forget about the juice.,remove,juice,1
"Grab me 2 blouse, please.",add,blouse,2
Include 9 mittens with my order.,add,mittens,9
Throw in 1 sugar for me.,add,sugar,1
Wipe out the sandals.,remove,sandals,1
Drop 8 pajamas.,remove,pajamas,8
Remove 1 carrots from the basket.,remove,carrots,1
Please add 9 curtain.,add,curtain,9
Put 9 purse in my cart.,add,purse,9
Could you toss 8 skillet into the cart?,add,skillet,8
"I changed my mind about those brush, take 9 out.",remove,brush,9
Forget about the napkin.,remove,napkin,1
I want to buy 10 vinegar.,add,vinegar,10
Pop 3 raincoat into my shopping bag.,add,raincoat,3
Can you take out 3 cheese?,remove,cheese,3
Add 2 blender to the list.,add,blender,2
Add 5 coat to the list.,add,coat,5
I don't need 4 cucumber anymore.,remove,cucumber,4
Throw in 9 dress for me.,add,dress,9
I want to buy 5 sponge.,add,sponge,5
Put 5 necklace in my cart.,add,necklace,5
Cancel 2 sheet.,remove,sheet,2
Could you toss 4 mop into the cart?,add,mop,4
I'd like to get 6 glass.,add,glass,6
I don’t want the wallet anymore.,remove,wallet,1
Drop 4 ginger.,remove,ginger,4
Give me 3 fan.,add,fan,3
I need 2 lighter added.,add,lighter,2
Could you toss 10 lettuce into the cart?,add,lettuce,10
Let’s add 7 trousers to the basket.,add,trousers,7
Eliminate the knife from my cart.,remove,knife,1
Throw in 2 shelf for me.,add,shelf,2
Take 10 mug off my list.,remove,mug,10
Let’s add 2 sneakers to the basket.,add,sneakers,2
"Grab me 8 paper, please.",add,paper,8
Please add 5 spaghetti.,add,spaghetti,5
Let’s add 2 couch to the basket.,add,couch,2
Eliminate the rice from my cart.,remove,rice,1
Add 1 butter to the list.,add,butter,1
I need 6 salt added.,add,salt,6
Remove the mug.,remove,mug,1
Please pull out 6 jam.,remove,jam,6
Make that 4 scarf.,add,scarf,4
Give me 8 shorts.,add,shorts,8
Add 8 brush to the list.,add,brush,8
Add 5 hat to the list.,add,hat,5
Make that 7 ginger.,add,ginger,7
Cancel 9 sandals.,remove,sandals,9
Throw in 6 brush for me.,add,brush,6
Let’s add 3 sneakers to the basket.,add,sneakers,3
Please pull out 2 lemonade.,remove,lemonade,2
Wipe out the conditioner.,remove,conditioner,1
Drop the battery completely.,remove,battery,1
I want to buy 8 coat.,add,coat,8
Let’s add 4 glasses to the basket.,add,glasses,4
Make that 3 tray.,add,tray,3
Throw in 8 t-shirt for me.,add,t-shirt,8
Can you take out 6 tomato?,remove,tomato,6
Remove 5 plate from the basket.,remove,plate,5
Add 6 table to the list.,add,table,6
Drop the toothpaste completely.,remove,toothpaste,1
Include 2 duvet with my order.,add,duvet,2
Please add 10 lettuce.,add,lettuce,10
"Grab me 5 yogurt, please.",add,yogurt,5
Add 4 blind to the list.,add,blind,4
Could you toss 4 potato into the cart?,add,potato,4
I need 6 coffee added.,add,coffee,6
I want to buy 6 fan.,add,fan,6
Cancel the pepper.,remove,pepper,1
Remove 2 apples from the basket.,remove,apples,2
I want to buy 3 lime.,add,lime,3
Can you take out 6 sugar?,remove,sugar,6
"Nix 6 watch, please.",remove,watch,6
Delete 7 pot from the cart.,remove,pot,7
Include 2 potato with my order.,add,potato,2
I'd like to get 1 coffee.,add,coffee,1
Remove 10 pillow from the basket.,remove,pillow,10
I'd like to get 4 spoon.,add,spoon,4
Drop 5 sunglasses.,remove,sunglasses,5
Can you take out 6 apples?,remove,apples,6
Pop 10 coat into my shopping bag.,add,coat,10
Pop 4 knife into my shopping bag.,add,knife,4
Drop 1 pajamas.,remove,pajamas,1
Delete 10 blind from the cart.,remove,blind,10
Put 7 lemon in my cart.,add,lemon,7
Remove 4 clock from the basket.,remove,clock,4
Include 1 tomato with my order.,add,tomato,1
I want the brush gone.,remove,brush,1
Take out the sandals.,remove,sandals,1
Take 9 wine off my list.,remove,wine,9
Please pull out 8 gloves.,remove,gloves,8
Get rid of 8 sofa from my order.,remove,sofa,8
Take 9 juice off my list.,remove,juice,9
Add 3 robe to the list.,add,robe,3
"I changed my mind about those match, take 9 out.",remove,match,9
Put 9 garlic in my cart.,add,garlic,9
Cancel the corn.,remove,corn,1
I want to buy 6 toothpaste.,add,toothpaste,6
Throw in 7 beanie for me.,add,beanie,7
Remove 2 honey from the basket.,remove,honey,2
Eliminate the jam from my cart.,remove,jam,1
I'd like to get 3 fork.,add,fork,3
Remove 1 shrimp from the basket.,remove,shrimp,1
I don't need 7 paper anymore.,remove,paper,7
Put 10 apples in my cart.,add,apples,10
Take 6 carrots off my list.,remove,carrots,6
Take out the heels.,remove,heels,1
Can you take out 9 handbag?,remove,handbag,9
Take 5 crackers off my list.,remove,crackers,5
Give me 6 ring.,add,ring,6
"I changed my mind about those cauliflower, take 9 out.",remove,cauliflower,9
Cancel 2 spinach.,remove,spinach,2
